PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Primacy Type,Primary Source,Activity Status,Deactivation Date,Population Served Count,Population Category,Rule Name,Violation Code,Violation Type,Violation Category Code,Is Health Based,Contaminant Name,Compliance Period Begin Date,Compliance Period End Date,Compliance Status,RTC Date,Enforcement Action Type Code,Enforcement Action Description,Is Major Violation,Severity Indicator Count,Public Notification Tier,Violation First Reported Date
OK3004001,LEFLORE CO. RWD #14,Region 6,Oklahoma,Community water system,State,Surface water purchased,Active,-,"9,077",Medium,Total Coliform Rule,24,"Monitoring, Routine Minor (TCR)",MR,N,Coliform (TCR),1-Jun-99,30-Jun-99,Known,-,-,-,N,-,3,14-Apr-00
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Total Coliform Rule,25,"Monitoring, Repeat Major (TCR)",MR,N,Coliform (TCR),1-May-99,31-May-99,Returned to Compliance,1-Jan-10,SOX,State Compliance achieved,-,-,3,14-Aug-99
GA1510000,HAMPTON,Region 4,Georgia,Community water system,State,Surface water purchased,Active,-,"7,305",Medium,Total Coliform Rule,24,"Monitoring, Routine Minor (TCR)",MR,N,Coliform (TCR),1-Apr-99,30-Apr-99,Known,-,SIE,State Public Notification requested,N,-,3,17-Aug-99
AZ0402004,ARIZONA WATER CO - SIERRA VISTA,Region 9,Arizona,Community water system,State,Ground water,Active,-,"10,002",Large,Total Coliform Rule,25,"Monitoring, Repeat Major (TCR)",MR,N,Coliform (TCR),1-Apr-99,30-Apr-99,Returned to Compliance,12-Nov-99,SOX,State Compliance achieved,-,-,3,6-Mar-07
WV3302804,BLUEWELL PSD,Region 3,West Virginia,Community water system,State,Surface water purchased,Active,-,"6,216",Medium,Nitrates,3,"Monitoring, Regular",MR,N,Nitrate,1-Apr-99,30-Jun-99,Returned to Compliance,6-Jul-99,SFG,State Public Notif issued,Y,-,3,15-Oct-99
IL0312520,POSEN,Region 5,Illinois,Community water system,State,Surface water purchased,Active,-,"5,820",Medium,Total Coliform Rule,24,"Monitoring, Routine Minor (TCR)",MR,N,Coliform (TCR),1-Apr-99,30-Apr-99,Known,-,SIE,State Public Notification requested,-,-,3,1-Sep-99
TX1020002,CITY OF MARSHALL,Region 6,Texas,Community water system,State,Surface water,Active,-,"23,091",Large,Total Trihalomethanes,2,"Maximum Contaminant Level Violation, Average",MCL,Y,TTHM,1-Apr-99,30-Jun-99,Returned to Compliance,30-Mar-09,SOX,State Compliance achieved,-,-,2,29-Sep-09
TX1020002,CITY OF MARSHALL,Region 6,Texas,Community water system,State,Surface water,Active,-,"23,091",Large,Total Trihalomethanes,2,"Maximum Contaminant Level Violation, Average",MCL,Y,TTHM,1-Apr-99,30-Jun-99,Known,-,-,-,-,-,2,10-Aug-99
AZ0402004,ARIZONA WATER CO - SIERRA VISTA,Region 9,Arizona,Community water system,State,Ground water,Active,-,"10,002",Large,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),1-Apr-99,30-Apr-99,Returned to Compliance,12-Nov-99,SOX,State Compliance achieved,-,-,2,6-Mar-07
WA5300710,Snake River Housing Water System,Region 10,Washington,Community water system,State,Ground water,Active,-,"3,936",Medium,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),1-Mar-99,31-Mar-99,Known,-,SIA,State Violation/Reminder Notice,Y,-,3,30-May-99
PA7360113,EAST COCALICO TOWNSHIP,Region 3,Pennsylvania,Community water system,State,Ground water,Active,-,"6,735",Medium,Total Coliform Rule,24,"Monitoring, Routine Minor (TCR)",MR,N,Coliform (TCR),1-Feb-99,28-Feb-99,Returned to Compliance,2-Jul-99,SOX,State Compliance achieved,N,-,3,13-Aug-99
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Aldicarb sulfone,1-Jan-99,31-Dec-01,Returned to Compliance,13-Jul-04,SOX,State Compliance achieved,Y,-,3,11-Dec-02
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Atrazine,1-Jan-99,31-Dec-01,Returned to Compliance,13-Jul-04,SOX,State Compliance achieved,Y,-,3,11-Dec-02
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Carbofuran,1-Jan-99,31-Dec-01,Returned to Compliance,13-Jul-04,SOX,State Compliance achieved,Y,-,3,11-Dec-02
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Chlordane,1-Jan-99,31-Dec-01,Returned to Compliance,13-Jul-04,SOX,State Compliance achieved,Y,-,3,11-Dec-02
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Heptachlor,1-Jan-99,31-Dec-01,Returned to Compliance,13-Jul-04,SOX,State Compliance achieved,Y,-,3,11-Dec-02
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Heptachlor epoxide,1-Jan-99,31-Dec-01,Returned to Compliance,13-Jul-04,SOX,State Compliance achieved,Y,-,3,11-Dec-02
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Total Polychlorinated Biphenyls (PCB),1-Jan-99,31-Dec-01,Returned to Compliance,13-Jul-04,SOX,State Compliance achieved,Y,-,3,11-Dec-02
MA3254000,ROWLEY WATER DEPARTMENT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"6,325",Medium,Lead and Copper Rule,65,Public Education,TT,Y,Lead and Copper Rule,1-Jan-99,-,Returned to Compliance,1-Apr-00,SFL,State Administrative/Compliance Order without penalty issued,-,-,2,11-Apr-00
IL0311860,MELROSE PARK,Region 5,Illinois,Community water system,State,Surface water purchased,Active,-,"25,514",Large,Lead and Copper Rule,53,Water Quality Parameter M/R,MR,N,Lead and Copper Rule,1-Jan-99,30-Jun-99,Returned to Compliance,8-Dec-99,SOX,State Compliance achieved,-,-,3,1-Sep-99
KY1130422,STURGIS WATER WORKS,Region 4,Kentucky,Community water system,State,Surface water,Active,-,"3,490",Medium,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Glyphosate,1-Jan-99,31-Dec-01,Returned to Compliance,2-Oct-02,SOX,State Compliance achieved,N,-,3,12-Jun-02
KY1130422,STURGIS WATER WORKS,Region 4,Kentucky,Community water system,State,Surface water,Active,-,"3,490",Medium,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Heptachlor,1-Jan-99,31-Dec-01,Returned to Compliance,2-Oct-02,SOX,State Compliance achieved,N,-,3,12-Jun-02
KY1130422,STURGIS WATER WORKS,Region 4,Kentucky,Community water system,State,Surface water,Active,-,"3,490",Medium,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Heptachlor epoxide,1-Jan-99,31-Dec-01,Returned to Compliance,2-Oct-02,SOX,State Compliance achieved,N,-,3,12-Jun-02
KY1130422,STURGIS WATER WORKS,Region 4,Kentucky,Community water system,State,Surface water,Active,-,"3,490",Medium,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,HEXACHLOROBENZENE,1-Jan-99,31-Dec-01,Returned to Compliance,2-Oct-02,SOX,State Compliance achieved,N,-,3,12-Jun-02
KY1130422,STURGIS WATER WORKS,Region 4,Kentucky,Community water system,State,Surface water,Active,-,"3,490",Medium,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Hexachlorocyclopentadiene,1-Jan-99,31-Dec-01,Returned to Compliance,2-Oct-02,SOX,State Compliance achieved,N,-,3,12-Jun-02
KY1130422,STURGIS WATER WORKS,Region 4,Kentucky,Community water system,State,Surface water,Active,-,"3,490",Medium,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,BHC-GAMMA,1-Jan-99,31-Dec-01,Returned to Compliance,2-Oct-02,SOX,State Compliance achieved,N,-,3,12-Jun-02
KY1130422,STURGIS WATER WORKS,Region 4,Kentucky,Community water system,State,Surface water,Active,-,"3,490",Medium,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Methoxychlor,1-Jan-99,31-Dec-01,Returned to Compliance,2-Oct-02,SOX,State Compliance achieved,N,-,3,12-Jun-02
KY1130422,STURGIS WATER WORKS,Region 4,Kentucky,Community water system,State,Surface water,Active,-,"3,490",Medium,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,OXAMYL,1-Jan-99,31-Dec-01,Returned to Compliance,2-Oct-02,SOX,State Compliance achieved,N,-,3,12-Jun-02
KY1130422,STURGIS WATER WORKS,Region 4,Kentucky,Community water system,State,Surface water,Active,-,"3,490",Medium,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Total Polychlorinated Biphenyls (PCB),1-Jan-99,31-Dec-01,Returned to Compliance,2-Oct-02,SOX,State Compliance achieved,N,-,3,12-Jun-02
KY1130422,STURGIS WATER WORKS,Region 4,Kentucky,Community water system,State,Surface water,Active,-,"3,490",Medium,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Pentachlorophenol,1-Jan-99,31-Dec-01,Returned to Compliance,2-Oct-02,SOX,State Compliance achieved,N,-,3,12-Jun-02
KY1130422,STURGIS WATER WORKS,Region 4,Kentucky,Community water system,State,Surface water,Active,-,"3,490",Medium,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Picloram,1-Jan-99,31-Dec-01,Returned to Compliance,2-Oct-02,SOX,State Compliance achieved,N,-,3,12-Jun-02
KY1130422,STURGIS WATER WORKS,Region 4,Kentucky,Community water system,State,Surface water,Active,-,"3,490",Medium,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Simazine,1-Jan-99,31-Dec-01,Returned to Compliance,2-Oct-02,SOX,State Compliance achieved,N,-,3,12-Jun-02
KY1130422,STURGIS WATER WORKS,Region 4,Kentucky,Community water system,State,Surface water,Active,-,"3,490",Medium,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Toxaphene,1-Jan-99,31-Dec-01,Returned to Compliance,2-Oct-02,SOX,State Compliance achieved,N,-,3,12-Jun-02
KY1130422,STURGIS WATER WORKS,Region 4,Kentucky,Community water system,State,Surface water,Active,-,"3,490",Medium,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2-DIBROMO-3-CHLOROPROPANE",1-Jan-99,31-Dec-01,Returned to Compliance,2-Oct-02,SOX,State Compliance achieved,N,-,3,12-Jun-02
KY1130422,STURGIS WATER WORKS,Region 4,Kentucky,Community water system,State,Surface water,Active,-,"3,490",Medium,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,"2,4-D",1-Jan-99,31-Dec-01,Returned to Compliance,2-Oct-02,SOX,State Compliance achieved,N,-,3,12-Jun-02
KY1130422,STURGIS WATER WORKS,Region 4,Kentucky,Community water system,State,Surface water,Active,-,"3,490",Medium,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,"2,4,5-TP",1-Jan-99,31-Dec-01,Returned to Compliance,2-Oct-02,SOX,State Compliance achieved,N,-,3,12-Jun-02
ID5420058,TWIN FALLS CITY OF,Region 10,Idaho,Community water system,State,Ground water,Active,-,"48,260",Large,Nitrates,3,"Monitoring, Regular",MR,N,Nitrate,1-Jan-99,31-Dec-99,Known,-,-,-,Y,-,3,9-Sep-00
PA5300005,MUN AUTH BORO OF CARMICHAELS,Region 3,Pennsylvania,Community water system,State,Surface water,Active,-,"4,700",Medium,Nitrates,3,"Monitoring, Regular",MR,N,Nitrate,1-Jan-99,31-Dec-99,Returned to Compliance,17-Apr-00,SOX,State Compliance achieved,Y,-,3,1-Nov-01
PA5300005,MUN AUTH BORO OF CARMICHAELS,Region 3,Pennsylvania,Community water system,State,Surface water,Active,-,"4,700",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2,4-Trichlorobenzene",1-Jan-99,31-Dec-99,Returned to Compliance,30-Mar-00,SOX,State Compliance achieved,Y,-,3,1-Nov-01
PA5300005,MUN AUTH BORO OF CARMICHAELS,Region 3,Pennsylvania,Community water system,State,Surface water,Active,-,"4,700",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"cis-1,2-Dichloroethylene",1-Jan-99,31-Dec-99,Returned to Compliance,30-Mar-00,SOX,State Compliance achieved,Y,-,3,1-Nov-01
PA5300005,MUN AUTH BORO OF CARMICHAELS,Region 3,Pennsylvania,Community water system,State,Surface water,Active,-,"4,700",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"Xylenes, Total",1-Jan-99,31-Dec-99,Returned to Compliance,30-Mar-00,SOX,State Compliance achieved,Y,-,3,1-Nov-01
PA5300005,MUN AUTH BORO OF CARMICHAELS,Region 3,Pennsylvania,Community water system,State,Surface water,Active,-,"4,700",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,DICHLOROMETHANE,1-Jan-99,31-Dec-99,Returned to Compliance,30-Mar-00,SOX,State Compliance achieved,Y,-,3,1-Nov-01
PA5300005,MUN AUTH BORO OF CARMICHAELS,Region 3,Pennsylvania,Community water system,State,Surface water,Active,-,"4,700",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,o-Dichlorobenzene,1-Jan-99,31-Dec-99,Returned to Compliance,30-Mar-00,SOX,State Compliance achieved,Y,-,3,1-Nov-01
PA5300005,MUN AUTH BORO OF CARMICHAELS,Region 3,Pennsylvania,Community water system,State,Surface water,Active,-,"4,700",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,p-Dichlorobenzene,1-Jan-99,31-Dec-99,Returned to Compliance,30-Mar-00,SOX,State Compliance achieved,Y,-,3,1-Nov-01
PA5300005,MUN AUTH BORO OF CARMICHAELS,Region 3,Pennsylvania,Community water system,State,Surface water,Active,-,"4,700",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1-Dichloroethylene",1-Jan-99,31-Dec-99,Returned to Compliance,30-Mar-00,SOX,State Compliance achieved,Y,-,3,1-Nov-01
PA5300005,MUN AUTH BORO OF CARMICHAELS,Region 3,Pennsylvania,Community water system,State,Surface water,Active,-,"4,700",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"trans-1,2-Dichloroethylene",1-Jan-99,31-Dec-99,Returned to Compliance,30-Mar-00,SOX,State Compliance achieved,Y,-,3,1-Nov-01
PA5300005,MUN AUTH BORO OF CARMICHAELS,Region 3,Pennsylvania,Community water system,State,Surface water,Active,-,"4,700",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2-Dichloroethane",1-Jan-99,31-Dec-99,Returned to Compliance,30-Mar-00,SOX,State Compliance achieved,Y,-,3,1-Nov-01
PA5300005,MUN AUTH BORO OF CARMICHAELS,Region 3,Pennsylvania,Community water system,State,Surface water,Active,-,"4,700",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1,1-Trichloroethane",1-Jan-99,31-Dec-99,Returned to Compliance,30-Mar-00,SOX,State Compliance achieved,Y,-,3,1-Nov-01
PA5300005,MUN AUTH BORO OF CARMICHAELS,Region 3,Pennsylvania,Community water system,State,Surface water,Active,-,"4,700",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Carbon tetrachloride,1-Jan-99,31-Dec-99,Returned to Compliance,30-Mar-00,SOX,State Compliance achieved,Y,-,3,1-Nov-01
PA5300005,MUN AUTH BORO OF CARMICHAELS,Region 3,Pennsylvania,Community water system,State,Surface water,Active,-,"4,700",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2-Dichloropropane",1-Jan-99,31-Dec-99,Returned to Compliance,30-Mar-00,SOX,State Compliance achieved,Y,-,3,1-Nov-01
PA5300005,MUN AUTH BORO OF CARMICHAELS,Region 3,Pennsylvania,Community water system,State,Surface water,Active,-,"4,700",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Trichloroethylene,1-Jan-99,31-Dec-99,Returned to Compliance,30-Mar-00,SOX,State Compliance achieved,Y,-,3,1-Nov-01
PA5300005,MUN AUTH BORO OF CARMICHAELS,Region 3,Pennsylvania,Community water system,State,Surface water,Active,-,"4,700",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1,2-Trichloroethane",1-Jan-99,31-Dec-99,Returned to Compliance,30-Mar-00,SOX,State Compliance achieved,Y,-,3,1-Nov-01
PA5300005,MUN AUTH BORO OF CARMICHAELS,Region 3,Pennsylvania,Community water system,State,Surface water,Active,-,"4,700",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Tetrachloroethylene,1-Jan-99,31-Dec-99,Returned to Compliance,30-Mar-00,SOX,State Compliance achieved,Y,-,3,1-Nov-01
PA5300005,MUN AUTH BORO OF CARMICHAELS,Region 3,Pennsylvania,Community water system,State,Surface water,Active,-,"4,700",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,CHLOROBENZENE,1-Jan-99,31-Dec-99,Returned to Compliance,30-Mar-00,SOX,State Compliance achieved,Y,-,3,1-Nov-01
PA5300005,MUN AUTH BORO OF CARMICHAELS,Region 3,Pennsylvania,Community water system,State,Surface water,Active,-,"4,700",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Benzene,1-Jan-99,31-Dec-99,Returned to Compliance,30-Mar-00,SOX,State Compliance achieved,Y,-,3,1-Nov-01
PA5300005,MUN AUTH BORO OF CARMICHAELS,Region 3,Pennsylvania,Community water system,State,Surface water,Active,-,"4,700",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Toluene,1-Jan-99,31-Dec-99,Returned to Compliance,30-Mar-00,SOX,State Compliance achieved,Y,-,3,1-Nov-01
PA5300005,MUN AUTH BORO OF CARMICHAELS,Region 3,Pennsylvania,Community water system,State,Surface water,Active,-,"4,700",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Ethylbenzene,1-Jan-99,31-Dec-99,Returned to Compliance,30-Mar-00,SOX,State Compliance achieved,Y,-,3,1-Nov-01
PA5300005,MUN AUTH BORO OF CARMICHAELS,Region 3,Pennsylvania,Community water system,State,Surface water,Active,-,"4,700",Medium,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Styrene,1-Jan-99,31-Dec-99,Returned to Compliance,30-Mar-00,SOX,State Compliance achieved,Y,-,3,1-Nov-01
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Pentachlorophenol,1-Jan-99,31-Dec-01,Returned to Compliance,13-Jul-04,SOX,State Compliance achieved,Y,-,3,11-Dec-02
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Benzo(a)pyrene,1-Jan-99,31-Dec-01,Returned to Compliance,13-Jul-04,SOX,State Compliance achieved,Y,-,3,11-Dec-02
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Dalapon,1-Jan-99,31-Dec-01,Returned to Compliance,13-Jul-04,SOX,State Compliance achieved,Y,-,3,11-Dec-02
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Di(2-ethylhexyl) adipate,1-Jan-99,31-Dec-01,Returned to Compliance,13-Jul-04,SOX,State Compliance achieved,Y,-,3,11-Dec-02
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Di(2-ethylhexyl) phthalate,1-Jan-99,31-Dec-01,Returned to Compliance,13-Jul-04,SOX,State Compliance achieved,Y,-,3,11-Dec-02
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Dinoseb,1-Jan-99,31-Dec-01,Returned to Compliance,13-Jul-04,SOX,State Compliance achieved,Y,-,3,11-Dec-02
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,HEXACHLOROBENZENE,1-Jan-99,31-Dec-01,Returned to Compliance,13-Jul-04,SOX,State Compliance achieved,Y,-,3,11-Dec-02
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Hexachlorocyclopentadiene,1-Jan-99,31-Dec-01,Returned to Compliance,13-Jul-04,SOX,State Compliance achieved,Y,-,3,11-Dec-02
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,OXAMYL,1-Jan-99,31-Dec-01,Returned to Compliance,13-Jul-04,SOX,State Compliance achieved,Y,-,3,11-Dec-02
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Picloram,1-Jan-99,31-Dec-01,Returned to Compliance,13-Jul-04,SOX,State Compliance achieved,Y,-,3,11-Dec-02
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Simazine,1-Jan-99,31-Dec-01,Returned to Compliance,13-Jul-04,SOX,State Compliance achieved,Y,-,3,11-Dec-02
UTAH18010,HOLLIDAY WATER COMPANY,Region 8,Utah,Community water system,State,Surface water purchased,Active,-,"15,000",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Endrin,1-Jan-99,31-Dec-01,Returned to Compliance,13-Jul-04,SOX,State Compliance achieved,Y,-,3,11-Dec-02
